4972,174,57,21,29,32,41,12,20,28,21,15,5,12,20,11,15,8,8,9,7,10,16,6,4,9,7,1,5,1,1,1,1,2,3,2,0,1,1,0,1,2,0,3,3,2,2,3,2,4,5,2,4,4,5,3,2,4,7,5,4,4,7,1,7,8,2,3,7,5,6,3,2,5,3,7,4,6,4,4,0,4,3,0,5,5,5,2,1,4,1,0,4,3,3,5,4,2,5,4,4,0,8,3,3,1,7,1,0,4,3,0,6,0,7,5,3,7,6,4,4,7,6,7,2,4,2,3,2,3,5,7,5,8,5,4,0,3,4,6,9,7,6,2,8,6,4,4,4,2,0,3,4,5,5,4,2,2,3,0,5,7,4,3,7,4,7,6,5,8,6,3,10,7,2,1,1,1,0,3,3,9,7,3,5,3,3,3,4,2,6,5,3,5,4,4,3,3,5,2,3,4,5,5,5,4,5,7,6,2,1,7,3,8,2,2,2,4,2,4,3,0,1,1,3,9,4,4,4,2,3,3,3,5,5,3,5,0,2,2,3,5,3,4,1,4,3,3,3,3,2,0,0,6,5,4,4,1,4,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,7,1,1,0,0,1,0,0,1,0,0,1,0,1,1,4,0,2,1,0,1,1,0,1,2,3,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,3,1,1,2,0,1,4,1,4,1,2,2,5,4,1,4,1,3,1,2,0,1,2,0,3,3,1,3,3,1,0,3,0,1,0,2,1,1,2,2,3,2,1,0,0,5,2,6,0,1,1,1,1,3,0,0,2,0,1,0,1,1,0,0,0,0,2,0,0,1,3,1,1,2,0,1,3,3,0,0,3,0,3,0,2,1,0,2,0,0,2,2,0,0,0,2,2,2,1,0,3,3,0,2,0,0,1,3,1,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,1,1,0,1,1,2,3,1,1,1,0,4,2,1,0,0,1,1,0,4,1,3,3,1,1,1,0,0,1,0,0,1,1,1,3,0,1,0,1,0,1,0,3,0,0,1,0,0,2,2,1,1,0,0,1,0,1,1,2,2,2,1,3,0,2,2,0,0,2,3,1,0,0,0,1,1,2,0,2,1,3,2,3,1,0,2,3,0,0,1,1,5,1,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,1,4,0
174,6258,125,38,93,44,46,28,25,29,26,18,22,16,19,9,16,20,5,17,9,7,10,13,12,11,6,2,6,5,6,3,6,5,2,3,1,0,1,0,2,2,2,2,2,0,1,3,7,2,2,3,9,9,5,2,1,16,11,5,7,8,4,4,8,5,8,5,6,6,10,10,2,4,2,5,2,12,5,8,5,4,9,6,5,3,4,4,3,1,1,5,3,6,2,6,6,5,7,3,2,4,8,3,3,2,8,5,3,4,2,2,5,4,4,4,11,8,6,6,4,5,7,2,9,7,7,6,12,12,5,7,6,6,0,4,5,5,4,5,4,15,6,4,5,3,2,2,4,3,4,3,5,8,5,2,3,10,6,5,5,2,9,4,2,5,4,7,5,2,7,2,7,9,4,5,3,1,2,1,3,5,6,5,6,7,3,4,2,2,4,5,6,3,3,6,7,7,3,6,4,4,3,7,7,3,3,3,5,2,7,5,2,2,3,7,5,8,3,5,3,9,5,1,3,5,4,8,8,4,2,4,7,4,4,4,4,7,4,1,4,7,2,5,3,5,4,3,7,2,5,1,1,3,2,3,2,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,1,2,2,0,0,2,2,0,0,2,0,1,3,3,2,2,1,0,0,0,1,1,1,0,0,0,1,2,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3,0,1,0,1,1,1,0,1,0,1,3,1,1,4,4,1,4,2,1,2,2,3,2,3,0,3,2,4,1,2,2,3,0,1,2,2,1,1,3,7,2,2,1,1,2,2,3,1,1,1,1,1,1,2,0,4,1,0,4,3,0,1,2,2,0,0,0,3,4,1,1,3,2,1,2,1,1,0,1,0,3,4,3,0,3,1,1,1,1,2,5,2,0,0,2,3,0,0,1,1,2,2,2,1,1,1,3,1,0,0,1,1,0,2,0,1,2,1,0,0,0,1,3,0,0,2,0,0,1,0,0,1,1,1,3,1,1,1,0,2,1,0,0,0,0,3,2,1,1,1,2,3,0,0,0,0,1,1,1,1,1,1,4,3,1,2,1,0,2,3,1,3,2,3,1,1,0,1,1,2,2,1,8,5,0,0,1,3,0,1,1,0,0,0,0,1,0,0,1,2,1,0,1,1,3,0,1,0,2,1,0,0,1,1,2,1,0,1,1,1,2,4,4,2,3,4,1,0,0,0,1,1,2,0,1,0,1,1,2,0,1,1,0,1,1,0,0,2,1,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,1,4,2,0
57,125,3508,104,95,27,34,21,11,15,15,15,11,21,7,5,9,19,3,8,8,5,5,8,13,7,7,3,6,4,1,2,4,1,2,2,2,1,3,0,0,1,3,2,6,1,0,1,5,1,2,4,6,3,5,6,9,1,1,6,1,3,2,1,5,4,1,4,1,3,1,5,0,4,2,1,4,1,3,4,5,2,2,3,0,2,5,2,4,7,2,7,5,0,2,2,5,0,0,2,4,4,1,5,5,4,3,1,7,1,4,1,2,3,3,0,2,7,2,1,2,1,1,1,6,3,0,2,3,5,2,4,1,5,7,4,4,1,3,3,2,1,2,4,3,2,2,0,3,1,0,0,2,3,0,1,3,0,0,3,1,1,3,0,5,2,8,4,2,1,1,0,2,2,6,6,3,3,5,4,0,3,4,3,2,8,0,1,1,0,1,5,1,2,3,3,5,2,2,4,1,1,1,5,5,1,1,0,1,2,1,2,6,3,0,1,3,2,3,3,1,1,0,1,0,1,3,3,3,3,3,4,2,5,1,4,0,1,2,3,1,4,3,0,1,2,2,0,2,0,3,2,1,4,3,3,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,2,1,1,3,0,2,1,0,1,4,0,0,1,3,0,2,1,1,3,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,2,3,2,1,0,1,1,2,0,7,1,0,2,0,0,1,2,2,3,0,1,2,2,0,0,1,2,1,0,1,2,1,1,1,4,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,1,1,0,0,0,0,1,0,1,3,3,1,2,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,2,2,1,1,2,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,2,0,1,0,1,1,3,3,0,1,2,1,0,1,1,1,0,0,1,2,0,1,1,1,0,1,3,1,1,1,0,2,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,1,0,2,2,2,1,0,0,1,2,0,2,0,1,0,0,0,2,2,2,2,3,2,1,0,1,4,1,0,1,0,0,1,0,0,1,0,2,1,1,0,3,0,1,3,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
21,38,104,3202,128,27,35,17,12,19,18,13,10,22,14,5,6,18,5,6,3,4,5,5,13,5,2,6,6,4,3,0,3,2,5,3,1,2,1,1,2,2,2,4,2,3,2,3,2,2,5,3,3,3,3,7,3,5,3,6,0,1,3,2,6,3,3,0,1,1,3,2,1,2,2,0,2,4,3,3,3,4,3,5,3,1,8,2,5,3,2,6,4,1,4,1,1,0,2,3,1,4,4,0,3,7,3,4,1,4,1,4,3,0,2,4,3,5,3,1,0,3,0,2,4,1,1,0,2,3,0,2,5,4,4,2,0,3,2,1,0,2,1,4,1,3,2,2,1,2,1,1,0,1,3,3,5,1,0,0,2,2,1,0,4,0,3,4,5,0,0,1,0,5,5,9,4,5,5,3,2,2,3,0,8,0,2,0,0,0,1,1,3,1,1,1,2,5,4,3,2,0,2,4,4,2,1,3,1,2,1,1,7,2,2,1,0,1,0,1,2,1,4,2,0,0,3,0,4,2,2,2,3,5,1,1,3,2,3,3,3,3,3,2,0,2,0,3,1,2,1,3,4,2,4,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,2,3,0,0,1,0,0,4,1,0,2,2,0,0,1,0,2,2,2,0,1,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,1,1,1,4,1,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,1,2,2,1,0,1,1,0,2,1,2,0,2,2,0,1,0,2,0,1,1,2,3,2,0,0,3,0,0,0,0,1,1,2,2,0,0,0,1,2,1,0,4,3,3,0,1,1,2,1,0,1,2,2,0,1,0,1,0,1,2,1,1,2,1,3,2,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,2,3,2,0,1,0,0,1,1,0,0,0,1,1,4,1,1,0,0,0,0,2,3,0,1,0,1,0,0,2,2,0,0,1,0,0,1,2,2,0,2,0,2,0,0,1,0,0,0,3,2,1,1,1,1,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,2,0,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1
29,93,95,128,5800,116,129,54,44,33,46,43,45,39,26,12,22,28,11,12,21,11,13,6,21,11,8,10,9,7,7,2,1,2,4,7,0,2,3,0,5,3,3,3,3,5,2,2,12,3,8,8,6,2,7,10,5,5,10,7,6,6,5,5,11,6,6,1,6,4,2,1,3,0,2,5,5,1,4,2,6,6,2,6,6,1,4,8,7,5,8,5,7,5,4,4,3,0,1,3,1,3,9,3,2,10,5,8,9,3,5,7,6,2,3,0,8,5,3,5,2,6,3,5,3,1,1,7,2,7,4,3,3,5,5,4,7,3,4,4,1,3,3,3,5,1,2,3,3,4,1,4,3,3,4,2,4,5,4,2,1,2,3,5,7,2,2,4,7,3,4,1,4,4,8,3,9,8,9,5,2,6,7,8,7,5,4,3,1,0,4,0,5,3,5,1,4,12,8,6,4,4,5,6,9,8,2,5,1,2,10,5,10,10,2,8,1,1,5,2,3,1,1,2,2,3,3,3,5,2,7,4,4,2,5,2,7,5,4,2,2,4,5,5,1,4,3,1,2,4,4,7,2,2,7,4,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,1,5,1,3,0,5,2,4,0,0,4,1,1,0,2,1,2,1,4,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,3,1,2,3,1,2,0,2,1,6,2,5,8,3,2,0,1,3,1,2,1,3,1,1,1,0,2,4,1,3,3,3,2,5,1,4,1,2,4,1,2,1,4,1,1,1,0,0,0,3,1,2,2,1,1,2,2,2,4,5,3,0,2,1,3,2,0,1,2,5,0,3,2,2,1,0,1,2,1,1,0,0,2,3,0,1,1,4,0,4,0,1,6,2,1,0,2,1,1,1,0,1,0,1,3,0,2,0,2,3,1,1,2,1,0,4,3,0,2,0,1,0,1,0,0,1,0,1,1,2,1,0,1,1,2,1,1,1,3,1,3,0,1,3,0,2,2,2,1,3,1,1,1,3,1,2,0,1,4,2,1,2,4,2,2,2,3,4,0,0,0,2,1,1,1,2,0,0,3,0,1,1,1,0,0,4,2,2,1,1,1,0,1,3,1,0,1,1,0,0,1,0,0,1,3,2,1,1,5,1,0,2,5,0,2,1,1,1,2,0,1,4,0,3,1,1,0,1,0,1,1,1,0,2,0,0,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,1,0,0,0,1,1,1
32,44,27,27,116,3576,126,35,26,37,38,19,20,19,16,7,18,12,6,12,7,9,14,14,8,8,3,3,6,3,2,1,3,3,1,3,0,0,0,1,0,3,3,3,4,2,1,3,2,2,4,1,3,4,1,1,3,2,8,0,4,5,7,2,2,2,4,2,0,3,1,1,3,0,0,3,5,4,3,7,2,1,4,4,1,4,1,1,2,0,1,4,4,3,2,0,1,2,0,1,1,4,1,2,1,1,2,2,1,0,1,4,2,1,2,3,2,6,4,2,1,3,0,2,1,1,4,5,1,5,6,1,4,3,3,4,0,5,1,0,2,3,2,1,2,4,2,1,1,3,3,1,0,1,3,2,5,3,1,4,2,2,5,4,1,6,3,2,3,4,2,0,5,3,2,2,5,2,4,5,3,0,7,1,4,6,3,2,1,1,5,2,4,3,2,1,3,2,3,1,1,2,1,3,2,3,4,4,4,1,4,2,4,1,5,0,1,1,1,3,4,2,2,3,2,4,8,5,4,5,3,2,2,3,0,2,5,3,1,0,2,1,1,5,1,1,2,3,2,3,1,1,0,0,2,0,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0,2,1,1,2,2,1,1,1,1,1,1,2,0,2,0,2,1,1,1,2,2,2,2,1,3,0,2,0,1,2,0,1,1,0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,2,0,1,3,0,1,2,1,0,0,0,0,0,1,1,1,1,2,0,1,3,0,0,1,0,2,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,2,1,2,4,0,3,1,1,1,1,1,0,2,1,0,1,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,0,0,2,3,0,0,1,1,3,2,1,0,1,0,1,0,0,0,1,1,2,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,0,0
41,46,34,35,129,126,3532,82,75,84,51,37,29,27,51,26,32,19,9,20,19,12,23,11,12,12,3,2,7,5,2,0,3,1,4,6,1,1,1,1,1,0,2,1,2,6,1,2,5,4,5,6,5,11,2,9,10,4,12,8,7,8,5,3,8,3,6,3,7,4,7,5,3,7,5,6,3,5,5,4,1,2,3,2,7,2,2,2,5,2,3,3,4,6,4,7,6,1,2,3,6,3,3,5,2,1,2,2,4,4,4,4,4,4,8,4,5,4,3,3,2,4,0,3,1,4,8,4,5,8,6,4,8,4,6,6,4,4,2,5,6,0,9,1,1,7,7,4,3,7,3,1,4,3,8,3,5,5,6,4,2,6,5,3,3,1,4,6,8,2,10,2,10,8,4,3,4,3,4,4,8,5,2,5,13,4,5,7,2,1,2,2,6,9,6,13,1,0,3,4,4,3,3,4,3,9,4,4,2,2,7,11,3,4,4,6,1,5,2,3,2,6,3,3,2,11,9,2,3,7,8,5,4,8,2,4,5,5,5,9,3,6,4,6,1,4,1,1,5,3,5,2,6,3,1,2,2,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,3,0,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,1,0,1,0,2,2,2,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,0,1,0,1,5,4,5,2,0,1,2,1,3,6,1,2,1,1,2,3,2,2,3,0,2,3,3,2,1,2,1,0,0,1,3,2,2,3,2,0,1,6,3,4,0,2,0,3,3,3,1,5,0,2,1,3,2,0,0,3,2,2,2,2,1,1,1,1,1,4,1,1,0,0,1,3,0,2,1,0,2,2,0,3,1,1,1,1,0,1,4,0,0,0,0,1,0,1,2,1,0,1,1,1,2,1,1,2,1,1,0,0,0,1,0,0,0,1,1,1,1,0,2,1,0,1,2,0,1,0,1,1,1,0,3,1,0,0,2,0,1,1,0,1,1,0,3,1,2,1,2,1,1,1,1,1,1,0,0,2,2,1,1,1,5,1,2,1,0,1,0,0,1,2,2,1,2,0,0,2,1,0,2,2,1,1,1,1,0,1,1,2,1,0,1,2,3,1,2,1,1,3,1,1,0,0,2,2,1,0,4,2,3,3,1,1,0,1,2,2,1,2,1,0,4,3,3,2,1,1,0,1,0,2,3,1,1,2,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,2,0,0,0,2,0
12,28,21,17,54,35,82,3648,125,120,70,51,36,38,48,13,26,31,15,16,25,18,31,15,10,5,7,2,4,3,0,2,2,5,3,4,1,0,0,0,3,3,1,0,3,2,1,5,3,3,6,4,8,6,6,9,6,4,6,10,7,6,3,4,2,6,4,6,4,1,5,3,3,4,3,4,2,2,2,3,2,3,3,2,3,6,2,1,5,4,1,1,4,3,6,4,2,3,6,5,4,4,5,5,3,1,4,0,3,0,5,2,3,2,1,6,3,4,2,3,2,2,5,1,6,4,6,3,6,6,5,0,6,3,1,3,1,1,3,1,6,5,3,2,5,2,1,3,4,2,1,1,0,6,5,4,4,4,6,3,3,1,1,4,2,4,4,1,6,5,5,3,0,2,3,5,3,3,7,5,5,5,5,3,2,4,6,3,3,0,6,4,1,5,3,5,1,2,4,3,4,2,1,2,4,2,2,4,6,2,2,4,3,4,3,5,5,1,3,2,3,6,4,2,3,0,2,1,2,5,6,4,4,5,2,3,3,1,4,4,5,5,7,1,3,2,7,5,1,5,4,4,1,0,6,0,3,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,3,2,0,0,0,0,1,0,0,1,1,1,2,2,2,0,0,1,1,0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,4,1,0,3,0,1,0,0,1,1,0,4,0,2,0,2,1,3,1,1,3,3,3,2,4,0,1,0,0,2,0,1,2,1,1,1,0,1,1,4,1,0,2,1,3,0,0,0,2,3,0,2,0,1,0,1,0,0,1,1,1,1,3,1,1,1,1,2,0,1,2,2,1,0,0,0,2,0,3,2,5,0,1,1,1,0,0,0,0,1,2,1,1,0,1,0,4,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,1,0,1,0,1,0,0,1,1,2,1,1,4,2,0,1,0,2,0,1,2,0,0,2,1,1,0,2,0,2,0,1,0,1,0,0,1,2,3,1,1,2,1,1,2,0,1,1,1,1,1,0,1,1,0,2,0,0,0,0,2,1,1,2,2,1,2,0,2,2,0,1,1,0,1,0,1,1,0,2,0,1,3,1,1,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,1,0,1,0
20,25,11,12,44,26,75,125,3638,142,82,56,31,27,46,23,25,18,11,24,19,21,18,11,14,6,5,5,2,2,3,0,5,2,1,1,0,0,0,0,1,2,2,1,1,1,0,1,3,0,2,7,12,9,6,5,4,4,7,4,8,11,6,1,6,1,4,1,4,3,7,6,4,5,6,6,4,3,4,1,3,3,3,3,6,3,4,4,0,1,4,1,3,3,1,2,2,3,5,1,2,7,5,0,0,1,2,1,1,3,2,0,4,0,4,5,3,3,1,3,4,3,2,0,1,5,5,2,8,2,5,0,4,7,6,3,0,2,6,7,1,5,3,1,3,4,6,2,4,4,1,0,4,4,6,8,4,4,0,0,3,0,5,3,2,2,4,2,5,4,3,2,5,2,6,1,3,0,3,4,4,1,4,6,4,1,6,5,4,2,5,3,10,3,7,7,5,2,0,0,2,9,2,6,8,3,9,5,8,0,2,2,4,2,4,5,1,1,1,2,2,3,5,7,1,5,8,4,2,2,5,4,2,1,3,5,3,4,3,6,8,6,1,5,2,7,1,5,2,5,7,1,1,1,1,0,0,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,3,1,1,0,0,2,1,0,2,0,0,0,0,1,1,0,1,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,2,0,1,1,0,0,7,2,2,2,2,1,2,2,1,1,0,0,1,3,1,2,2,1,2,1,2,4,7,5,0,1,1,2,1,3,3,1,0,1,3,0,3,1,3,0,0,5,0,2,2,1,2,0,0,2,1,0,0,0,1,0,0,2,0,1,0,0,1,1,0,3,3,2,1,1,1,1,1,0,0,0,0,1,1,2,1,2,0,1,0,0,0,1,0,0,1,3,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,2,1,0,1,1,3,1,1,1,1,0,1,4,0,2,3,1,4,0,1,0,0,0,0,1,0,1,0,3,1,2,1,0,0,0,0,2,2,1,2,0,0,1,1,0,2,1,0,1,2,1,1,1,2,2,0,0,1,0,1,2,0,2,3,1,1,1,0,1,1,2,0,1,1,2,4,0,2,0,0,0,3,1,1,0,0,3,2,3,2,1,1,2,1,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
28,29,15,19,33,37,84,120,142,4484,195,103,49,58,71,42,50,33,25,33,18,29,40,19,18,18,10,5,5,6,2,0,3,2,6,5,1,2,0,2,1,0,2,3,2,1,2,4,5,3,4,6,13,13,5,5,4,13,5,1,4,5,3,6,5,7,7,2,5,4,4,5,4,8,9,6,2,9,5,2,4,5,4,3,3,3,4,1,5,3,1,2,3,3,10,4,2,6,8,6,7,5,2,1,1,2,2,2,2,4,0,5,6,6,2,5,6,5,7,7,6,4,5,7,5,6,1,8,8,12,6,9,3,8,6,9,3,3,6,2,8,8,2,3,4,4,0,7,3,7,5,5,5,1,5,5,8,6,4,3,6,4,4,7,4,6,4,4,5,4,4,4,5,5,0,2,2,2,3,2,5,9,2,5,5,8,6,0,5,1,5,2,7,6,3,8,2,2,1,5,11,7,2,9,7,5,5,5,7,6,3,1,1,3,5,6,4,9,4,2,4,2,4,9,4,7,3,4,5,7,2,5,4,5,9,7,4,8,7,3,3,5,2,5,4,11,6,2,5,4,1,3,1,4,1,3,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,3,1,1,1,0,0,0,2,2,1,3,2,3,1,0,1,0,2,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,0,1,0,2,0,0,2,3,1,1,2,0,3,1,3,2,0,3,1,2,2,2,2,2,2,1,1,3,1,1,6,1,2,4,2,7,2,1,0,5,1,3,2,0,1,1,3,4,4,4,2,4,1,0,0,1,1,1,3,2,1,3,1,0,1,0,1,1,2,0,0,1,2,2,0,0,2,2,1,0,1,0,1,2,3,1,1,4,2,1,1,6,4,3,0,0,2,2,0,0,1,0,0,0,2,0,3,1,2,2,1,0,1,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,2,1,0,0,1,0,0,0,0,2,2,2,2,2,2,4,3,1,1,3,3,3,1,0,1,3,2,2,1,2,1,3,2,3,2,1,2,3,3,0,1,0,0,2,3,3,1,1,2,1,3,2,1,0,4,2,4,1,0,1,1,1,0,1,1,1,2,3,1,0,0,1,0,1,1,1,1,0,1,1,7,0,2,4,2,3,3,2,1,0,1,2,0,2,2,2,1,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0
